eventName,id,eventId,runners,path
Vancouver Knights v Surrey Jaguars,1.231282404,33457835,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 19144239, 'name': 'Vancouver Knights'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 58385184, 'name': 'Surrey Jaguars'}],hist_data/ADVANCED/2024/Aug/2/33457835/1.231282404
Derbyshire v Worcestershire,1.231282919,33458013,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 31375, 'name': 'Derbyshire'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 31372, 'name': 'Worcestershire'}],hist_data/ADVANCED/2024/Aug/2/33458013/1.231282919
Warwickshire v Surrey,1.231242812,33455059,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 2120, 'name': 'Warwickshire'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 424676, 'name': 'Surrey'}],hist_data/ADVANCED/2024/Aug/2/33455059/1.231242812
Somerset v Lancashire,1.231284093,33458119,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 5995, 'name': 'Somerset'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 424679, 'name': 'Lancashire'}],hist_data/ADVANCED/2024/Aug/2/33458119/1.231284093
Yorkshire v Gloucestershire,1.231284099,33458137,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 655, 'name': 'Yorkshire'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 2219, 'name': 'Gloucestershire'}],hist_data/ADVANCED/2024/Aug/2/33458137/1.231284099
Toronto Nationals v Montreal Tigers,1.231242248,33455015,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 19144236, 'name': 'Toronto Nationals'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 19144241, 'name': 'Montreal Tigers'}],hist_data/ADVANCED/2024/Aug/2/33455015/1.231242248
Glamorgan v Sussex,1.231283997,33458074,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 169, 'name': 'Glamorgan'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 31379, 'name': 'Sussex'}],hist_data/ADVANCED/2024/Aug/2/33458074/1.231283997
Sri Lanka v India,1.231282474,33457877,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 7337, 'name': 'Sri Lanka'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 414464, 'name': 'India'}],hist_data/ADVANCED/2024/Aug/2/33457877/1.231282474
Oval Invincibles Women v Northern Superchargers Wo,1.231243109,33455129,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 40380901, 'name': 'Oval Invincibles W'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 40380900, 'name': 'Northern Superchargers W'}],hist_data/ADVANCED/2024/Aug/2/33455129/1.231243109
Tiruppur Tamizhans v Dindigul Dragons,1.231295013,33458989,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 71234216, 'name': 'Tiruppur Tamizhans'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 11674133, 'name': 'Dindigul Dragons'}],hist_data/ADVANCED/2024/Aug/2/33458989/1.231295013
Durham v Northamptonshire,1.231282946,33457992,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 31374, 'name': 'Durham'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 475559, 'name': 'Northamptonshire'}],hist_data/ADVANCED/2024/Aug/2/33457992/1.231282946
Northern Superchargers Women v London Spirit Women,1.231703146,33486248,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 40096589, 'name': 'Northern Superchargers Women'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 40096576, 'name': 'London Spirit Women'}],hist_data/ADVANCED/2024/Aug/13/33486248/1.231703146
Northern Superchargers v London Spirit,1.231703222,33486247,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 26354924, 'name': 'Northern Superchargers'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 26354928, 'name': 'London Spirit'}],hist_data/ADVANCED/2024/Aug/13/33486247/1.231703222
Ireland Women v Sri Lanka Women,1.231696358,33485890,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 10108898, 'name': 'Ireland Women'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 10787826, 'name': 'Sri Lanka Women'}],hist_data/ADVANCED/2024/Aug/13/33485890/1.231696358
Canada v USA,1.231690624,33485531,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 144197, 'name': 'Canada'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 891555, 'name': 'USA'}],hist_data/ADVANCED/2024/Aug/13/33485531/1.231690624
Welsh Fire v Southern Brave,1.231402425,33465427,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 26354927, 'name': 'Welsh Fire'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 26354926, 'name': 'Southern Brave'}],hist_data/ADVANCED/2024/Aug/5/33465427/1.231402425
Toronto Nationals v Montreal Tigers,1.231426403,33466782,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 19144236, 'name': 'Toronto Nationals'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 19144241, 'name': 'Montreal Tigers'}],hist_data/ADVANCED/2024/Aug/5/33466782/1.231426403
Netherlands Women v Papua New Guinea Women,1.231454138,33468635,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 25686043, 'name': 'Netherlands Women'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 12474498, 'name': 'Papua New Guinea Women'}],hist_data/ADVANCED/2024/Aug/5/33468635/1.231454138
Surrey Jaguars v Mississauga Bangla Tigers,1.231426333,33466781,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 58385184, 'name': 'Surrey Jaguars'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 71847983, 'name': 'Mississauga Bangla Tigers'}],hist_data/ADVANCED/2024/Aug/5/33466781/1.231426333
Welsh Fire Women v Southern Brave Women,1.231398046,33465104,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 40096581, 'name': 'Welsh Fire Women'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 40096579, 'name': 'Southern Brave Women'}],hist_data/ADVANCED/2024/Aug/5/33465104/1.231398046
Warwickshire v Nottinghamshire,1.231699683,33486073,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 2120, 'name': 'Warwickshire'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 2780, 'name': 'Nottinghamshire'}],hist_data/ADVANCED/2024/Aug/14/33486073/1.231699683
Southern Brave Women v Welsh Fire Women,1.231659919,33483361,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 40096579, 'name': 'Southern Brave Women'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 40096581, 'name': 'Welsh Fire Women'}],hist_data/ADVANCED/2024/Aug/14/33483361/1.231659919
Southern Brave v Welsh Fire,1.231659753,33483335,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 26354926, 'name': 'Southern Brave'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 26354927, 'name': 'Welsh Fire'}],hist_data/ADVANCED/2024/Aug/14/33483335/1.231659753
North-West Warriors v Northern Knights,1.231652082,33482825,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 25651861, 'name': 'North-West Warriors'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 6847357, 'name': 'Northern Knights'}],hist_data/ADVANCED/2024/Aug/14/33482825/1.231652082
Trent Rockets Women v Oval Invincibles Women,1.231730206,33488374,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 40096580, 'name': 'Trent Rockets Women'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 40096582, 'name': 'Oval Invincibles Women'}],hist_data/ADVANCED/2024/Aug/14/33488374/1.231730206
Durham v Derbyshire,1.231691586,33485740,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 31374, 'name': 'Durham'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 31375, 'name': 'Derbyshire'}],hist_data/ADVANCED/2024/Aug/14/33485740/1.231691586
Middlesex v Hampshire,1.231698175,33485978,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 31378, 'name': 'Middlesex'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 3961, 'name': 'Hampshire'}],hist_data/ADVANCED/2024/Aug/14/33485978/1.231698175
Kent v Northamptonshire,1.231702167,33486139,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 5901, 'name': 'Kent'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 475559, 'name': 'Northamptonshire'}],hist_data/ADVANCED/2024/Aug/14/33486139/1.231702167
Gloucestershire v Leicestershire,1.231699647,33486040,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 2219, 'name': 'Gloucestershire'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 31377, 'name': 'Leicestershire'}],hist_data/ADVANCED/2024/Aug/14/33486040/1.231699647
Sussex v Essex,1.231699677,33486071,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 31379, 'name': 'Sussex'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 31376, 'name': 'Essex'}],hist_data/ADVANCED/2024/Aug/14/33486071/1.231699677
Glamorgan v Yorkshire,1.231705583,33486371,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 169, 'name': 'Glamorgan'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 655, 'name': 'Yorkshire'}],hist_data/ADVANCED/2024/Aug/14/33486371/1.231705583
Trent Rockets v Oval Invincibles,1.231730279,33488414,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 26354925, 'name': 'Trent Rockets'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 26354923, 'name': 'Oval Invincibles'}],hist_data/ADVANCED/2024/Aug/14/33488414/1.231730279
Lancashire v Worcestershire,1.231699634,33486039,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 424679, 'name': 'Lancashire'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 31372, 'name': 'Worcestershire'}],hist_data/ADVANCED/2024/Aug/14/33486039/1.231699634
Kuwait v Malaysia,1.232098534,33514565,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 8858694, 'name': 'Kuwait'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 2857968, 'name': 'Malaysia'}],hist_data/ADVANCED/2024/Aug/22/33514565/1.232098534
Denmark v Greece,1.232099248,33514699,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 206388, 'name': 'Denmark'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 60971786, 'name': 'Greece'}],hist_data/ADVANCED/2024/Aug/22/33514699/1.232099248
Czechia v Spain,1.232091508,33514255,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 60971788, 'name': 'Czechia'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 24640635, 'name': 'Spain'}],hist_data/ADVANCED/2024/Aug/22/33514255/1.232091508
Boca Raton Trailblazers v Grand Cayman Stingrays,1.232089391,33514178,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 72857114, 'name': 'Boca Raton Trailblazers'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 72857116, 'name': 'Grand Cayman Stingrays'}],hist_data/ADVANCED/2024/Aug/22/33514178/1.232089391
Guernsey v Malta,1.232093182,33514388,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 61077257, 'name': 'Guernsey'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 48800301, 'name': 'Malta'}],hist_data/ADVANCED/2024/Aug/22/33514388/1.232093182
New York Strikers v Caribbean Tigers,1.232089285,33514168,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 67083366, 'name': 'New York Strikers'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 72922097, 'name': 'Caribbean Tigers'}],hist_data/ADVANCED/2024/Aug/22/33514168/1.232089285
Miami Lions v Boca Raton Trailblazers,1.232089338,33514166,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 72857115, 'name': 'Miami Lions'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 72857114, 'name': 'Boca Raton Trailblazers'}],hist_data/ADVANCED/2024/Aug/22/33514166/1.232089338
Munster Reds v Northern Knights,1.232092849,33514301,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 19587212, 'name': 'Munster Reds'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 6847357, 'name': 'Northern Knights'}],hist_data/ADVANCED/2024/Aug/22/33514301/1.232092849
Barbados Royals  W v Guyana Amazon Warriors W,1.232001727,33504867,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 47674067, 'name': 'Barbados Royals W'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 47674068, 'name': 'Guyana Amazon Warriors W'}],hist_data/ADVANCED/2024/Aug/22/33504867/1.232001727
Estonia v Finland,1.232098082,33514511,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 11392436, 'name': 'Estonia'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 48610314, 'name': 'Finland'}],hist_data/ADVANCED/2024/Aug/22/33514511/1.232098082
New York Strikers v Grand Cayman Stingrays,1.232089444,33514172,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 67083366, 'name': 'New York Strikers'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 72857116, 'name': 'Grand Cayman Stingrays'}],hist_data/ADVANCED/2024/Aug/22/33514172/1.232089444
Kuwait v Malaysia,1.232219206,33522978,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 8858694, 'name': 'Kuwait'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 2857968, 'name': 'Malaysia'}],hist_data/ADVANCED/2024/Aug/25/33522978/1.232219206
Guernsey v Estonia,1.232224350,33523476,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 61077257, 'name': 'Guernsey'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 11392436, 'name': 'Estonia'}],hist_data/ADVANCED/2024/Aug/25/33523476/1.232224350
Greece v Spain,1.232239000,33524183,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 60971786, 'name': 'Greece'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 24640635, 'name': 'Spain'}],hist_data/ADVANCED/2024/Aug/25/33524183/1.232239000
Cyprus v Czechia,1.232224255,33523469,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 61422697, 'name': 'Cyprus'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 60971788, 'name': 'Czechia'}],hist_data/ADVANCED/2024/Aug/25/33523469/1.232224255
West Indies v South Africa,1.232209555,33522302,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 235, 'name': 'West Indies'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 349, 'name': 'South Africa'}],hist_data/ADVANCED/2024/Aug/25/33522302/1.232209555
Bulgaria v Malta,1.232224347,33523474,[{'status': 'ACTIVE', 'sortPriority': 1, 'id': 61077258, 'name': 'Bulgaria'}, {'status': 'ACTIVE', 'sortPriority': 2, 'id': 48800301, 'name': 'Malta'}],hist_data/ADVANCED/2024/Aug/25/33523474/1.232224347
